ID,姓,名,简要,演义,历史,剧本,势力颜色,兵种列表
534,,,魏之武将。正史上为费曜。,２２８年，於诸葛亮第二回北伐攻击陈仓之时，受曹真指挥巩固要塞。此时，自投诚於蜀之姜维处，传来对魏做内应之密函，而代信任姜维之曹直出征。陷於姜维之计遭受重围，於拒绝投降後，自杀。,２２０年，於张进於酒泉发动反乱後、与张既、夏侯儒共同前往镇压。２２８年，於陈仓成功地防禦诸葛亮之攻击。２３１年，於诸葛亮向祁山出征时、於司马懿之指挥下，与张既、戴陵、郭淮一同参战但败退。,,52,0 1 2 29 30 
535,,,孔融之武将。为铁槌好手。,於为参加反董卓联合之孔融手下。於虎牢关之战见王匡手下之方悦，及张扬手下之穆顺为吕布所击倒，对吕布进行挑战。仅交手十餘招，手臂即遭打断而溃败。,並无记载。,,52,0 1 2 29 30 
536,,,蜀之武将。,为替关羽復仇，而成为进攻荆州之刘备之副将。於宜都与吴班、张南共同进行夜袭，击退孙桓。夏季，士兵为酷热所苦之时，进言理应将本营移往树阴处。不料却遭陆逊火攻，导致蜀军溃灭。於熊熊大火当中，与吴班、张南等人奋战，但前後皆为吴军所围，与张南一同战亡。,於刘备平定益州之时从军。於刘备之伐吴战之时成为总指挥官，虽与吴班共同击破李異，却惨败於陆逊，遭潘璋手下所斩。,,52,0 1 2 29 30 
537,,,魏之官僚。傅介子之子。傅巽之外甥。,代理曹芳成为尚书。於孙权殁後欲趁隙攻吴之时，无视司马师之谏言，致使魏军败退。於毌丘俭反乱时，加入司马师所指挥之讨伐军，策劃由乐嘉、项城、寿春三方进军之作战，受採用。,由陈群遴选而仕官。通晓礼法及官制。於曹爽掌握大权之时，受何晏等弹劾而遭免职，但於司马懿掌权後重返。与何曾、陈泰、荀顗、锺毓等人深交。殁後，受追封为太常。,,52,0 1 2 29 30 
538,,,关羽之武将。,与关羽一同守护荆州。关羽準备进攻襄阳之前夕，因失火致使物资毁损。於受到处罚後，被命留守公安，故憎恨关羽。不久後，吴军攻陷荆州，受虞翻说服不战而降，亦使僚友糜芳一同投降。尔後，於刘备为替关羽復仇进攻荆州後，提著擒拿关羽之马忠首级，欲与糜芳一同回刘备阵营但未受原谅，故遭关兴所斩。,与关羽之感情向来不睦。,,52,0 1 2 29 30 
539,,,蜀之武将。傅彤之子。使用四角铁简（铁扇）。,与蒋舒同受姜维赏识，参加姜维之北伐。於长城之战讨伐李鹏、王真。尔後守卫阳平关。２６３年，迎击钟会率领之蜀讨伐军但败北。虽返回阳平关，同僚之蒋舒却早已投降。於乱战中大喊「死後亦为蜀鬼」，自杀。,傅彤之继承者，成为关中之都督。於钟会攻至之时，於阳平关进行笼城。但因同僚之蒋舒投降故使军队混乱，战败而死。,,52,0 1 2 29 30 
540,,,刘表幕僚。尔後服侍於曹操。傅嘏之伯父。,於刘表死後，见曹操有意进攻荆州动向，对刘表之继承人刘琮进言理应投降。此事令曹操对其有所好评，故任用。,容貌端正、博学。评價庞统为「不完全之英雄」、裴潜「品行清风亮节名扬四方」、魏讽「谋反为早晚之事」等，且一言命中。对曹操就任魏公，曹丕就任皇帝有所贡献。於曹丕时代成为侍中尚书。,,52,0 1 2 29 30 
541,,,蜀之武将。傅佥之父。,於刘备为替关羽復仇而兴师之际从军，进攻荆州。警备夷陵沿岸，击退欲进行夜袭之淳于丹。於蜀军因遭陆逊之火攻而全盘崩溃後，与张苞共同保护刘备。担任欲逃往白帝城之刘备殿後军，但遭吴军包围。对著劝降之丁奉大喊「汉之大将岂能降於吴狗」而奋战到底，力尽而亡。,於夷陵之战时，与辅匡、赵融、廖化同担任别督（各个军团之指挥官）。为掩护刘备撤退阵亡！,,52,0 1 2 29 30 
542,,,魏之武将。文钦之次男。文虎之兄。本名为文淑（正史中则为俶）。幼名阿鸯，文鸯为其通称。身高八尺。使用钢鞭。其之奋发表现可称媲美於赵雲之猛将。,与文钦一同加入毌丘俭之反乱，突击司马师之阵营。受邓艾迎击後，单骑脱逃亡命至吴。於诸葛诞发动反乱後，与文钦一同率领吴之一军前往救援。文钦却为感情不睦之诸葛诞所弑，尔後同其弟文虎投降於魏军。,於晋代因镇压凉州之異民族声名大噪，却为司马炎所厌恶，遭罢免。尔後被冠上反叛罪名，遭受处刑。,,52,0 1 2 29 30 
543,,,魏之扬州刺史。文稷之子。文鸯、文虎之父。,愤慨司马师废立曹芳，故与毌丘俭共同发起反乱。本欲突击司马师之本营却因迷路而败北，後投靠吴之孙峻。当时，並未察觉欲通知司马师病情而至之尹大目之本意，而击退之。尔後於诸葛诞发动叛乱，以吴之一将之身前往救援，但因笼城策略与诸葛诞对立而遭斩杀。,自於魏之时以来，即与诸葛诞不睦。於吴之时受孙峻厚待礼遇，受命为镇北大将军，幽州牧等官职。但於吴之时亦与朱異等人感情不睦。,,52,0 1 2 29 30 
544,,,魏之武将。文钦之三男。文鸯之弟。,　与父兄一同参加毌丘俭之叛乱遭败北，逃亡至吴。而於诸葛诞之叛乱时，亦与父兄一同成为吴之派遣援军参战。但因文钦遭诸葛诞斩杀之故，同文鸯降於魏。,於镇压诸葛诞之叛乱後，同文鸯收容文钦遗體予以埋葬。晋代，因文鸯激怒司马炎遭罢免，於被司马繇冠上反叛罪名後，一族满门抄斩。,,52,0 1 2 29 30 
545,,,与颜良共同被称为袁绍军双壁之猛将。,於汜水关之战时因未随军，袁绍苦战董卓军之华雄时感叹「可惜吾上将颜良、文醜未至」。於界桥之战眼见即将追获公孙瓒，却遭赵雲阻止。於官渡之战之前哨战时，因同伴颜良为关羽所斩而愤怒，为报仇袭击曹操军。於延津击退张辽、徐晃等人，夺走曹操军之物资，但为关羽所讨。,於延津苦陷於曹操、荀攸之作战，战亡。並无遭关羽斩杀之记载。,,52,0 1 2 29 30 
546,,,刘表之武将。尔後仕官於曹操。,於宴席上聽从企图暗杀刘备之蔡瑁，使担任刘备护卫之赵雲与王威，一同離开刘备身旁。於刘琮决心向曹操投降时，与欲将襄阳让予刘备之魏延交战。於曹操入城荆州之时，以未能保卫国家为耻並未出席，欲受曹操信任。尔後，参与长阪城之战、赤壁之战等战役。２２４年，曹丕进攻濡须，大败於徐盛之时救出曹丕。,成为魏将後便长年驻紮於江夏，防禦蜀吴来击。於寻口击退关羽，於石阳则击退孙权。,,52,0 1 2 29 30 
547,,,黄巾之武将。尔後服侍於曹操。为流星槌好手。,效命於曹操，守卫沂水关。於关羽带领刘备之两位夫人到来时，於镇国寺中安排伏兵。但因僧人普净向关羽做暗示之故，於计劃败露後遭斩杀。,並无记载。,,52,0 1 2 29 30 
548,,,曹操之侧室。曹丕、彰、植、熊之母。原为歌姬。,因曹操之正室膝下无子之故，於曹操成为魏王後，即受立成为正室。於曹操殁後，因继位问题，於曹植将遭曹丕所杀之际，为曹植求情，使其免於一死。,於２０岁时成为曹操侧室。於曹操与正室丁氏離缘後，即成为正室。因其人品谦虚、节俭家。且具获曹操死亡之误报时亦不为动摇之冷静性格。相当礼遇与曹操離缘之丁氏、养育所有丧母之曹操之兒女们。曹丕即位後成为皇太后，曹叡即位後则成为太皇太后。,,52,0 1 2 29 30 
549,,,河内太守·王匡手下之名将。,於参加反董卓联合之王匡手下之身份从军。於虎牢关与吕布军发生激烈冲突。对吕布之单骑突入，挥枪迎击。但不过五招即遭讨伐，於绰绰有餘之吕布面前，王匡军大败。,並无记载。,,52,0 1 2 29 30 
550,,,魏之武将。庞德四子中之一人。,於庞德与关羽面临最後决战前，与庞德泪别。２６３年，钟会及邓艾发起蜀讨伐军，其以一员大将之身份屈居於钟会之指挥下。,拥有与庞德同样之风範，非常勇敢。立下镇压诸葛诞叛乱等功绩。２６３年，参入钟会之蜀讨伐军。与胡烈、田续等人一同追击姜维。於蜀投降後，为讨父仇而灭关羽一族，成功地达成復仇。,,52,0 1 2 29 30 
551,,,南蛮王·孟获副将。骑白鹿毛之马，使用剃刀。,於金环三结被杀，董荼那、阿会喃遭蜀军擒拿之时，奉盛怒之孟获之命，前往攻击蜀军。但因追击诈败而逃之王平而遭伏兵攻击，败北。尔後，为确保粮道前往夹山峪，遭马岱以一招受斩。,並无记载。,,52,0 1 2 29 30 
552,,,袁绍之幕僚。,於反董卓联合解散後，对为调度兵粮而苦恼之袁绍，进言攻夺食粮豐饶之冀州。於袁绍追放韩馥进邺之後，担任冀州之行政。与於官渡之战时，提倡慎重论之田豐对立。而於果真如同田豐所指责，袁绍军战败之後，则向袁绍谎称田豐指责袁绍不是，致使田豐被杀。於袁绍殁後与审配共同拥立袁尚。因对立之袁谭派之策略被唤至袁谭之阵中，被迫书写向袁尚要求援军之书信，拒绝後遇害。,起初亦与支持袁尚之审配感情不睦。,,52,0 1 2 29 30 
553,,,刘璋之武将。其女为刘循之妻。尔後效命於刘备。,成为巴西太守，防备汉中张鲁之南下。２１１年，当张鲁做出南下之举动後，便向刘璋急报。於刘璋投降於刘备之後，侍奉刘备。,与刘璋为旧识。因将刘璋之子自危难中救出而受厚遇，成为巴西太守。但因沉醉於权力而变得横暴，而与刘璋关係恶化。为防备战乱集结私兵，而遭刘璋疑其有叛乱意图，为此激怒。其一时当真兴起反叛之念头，但受程畿之谏言，向刘璋谢罪。,,52,0 1 2 29 30 
554,,,於「花关索传」中登场之女性。为鲍家莊鲍员外之千金。以拔群之武艺及美貌自豪，为众多男性求婚皆不与理睬。南山头目·廉康包围住鲍家莊欲求婚时，亲自挥舞长枪将其驱逐。数日後，虽有其他武者前来挑战，败北。其人为关索，二人因意气投合而成婚。虽为架空之人物，但於四川省仍现存有鲍三娘墓，並记述夫妇共同守护葭萌关一事。於其他，亦流传如夫妇二人曾共同参与诸葛亮之南蛮征伐等轶事。,並无记载。,並无记载。,,52,0 1 2 29 30 
555,,,东汉济北之相。,於董卓掌握大权、进行暴政统治时，向袁绍及王允进言打倒董卓。於曹操发出打倒董卓之号令後，即参入反董卓联合。於反董卓联合解散後，於与曹操一同参加青州之黄巾黨讨伐之时，於寿阳战亡。,於参加反董卓联合後，於其他诸候皆服从於袁绍之时，即视曹操为英雄，与其深交。１９２年，为接掌於青州之黄巾黨交战中战亡之兖州刺史·刘岱之後任，迎进曹操。但於战场视察中时，与黄巾黨进行肉搏战，为拯救曹操战亡。,,52,0 1 2 29 30 
556,,,刘璋之幕僚。尔後效命刘备。,与张松、孟达等人不看好刘璋，策劃将益州委託於刘备。与庞统共同担任刘备之益州平定战之参谋。於刘备平定益州後成为蜀郡太守。与曹操之汉中攻防战中亦以参谋之身份表现卓越。传授黄忠计略，继而讨伐夏侯渊。对其智谋，诸葛亮亦予以颇高评價，於刘备强行对夷陵出兵时，诸葛亮感叹「若法正仍然在世，或许就不需出兵了吧」。,虽有小仇必恨必报等缺点，但因其智谋受赏识，而为诸葛亮所容忍。,,52,0 1 2 29 30 
557,,,刘备之参谋。司马徽之门人。庞德公之外甥。与「伏龙」诸葛亮名齐人称「凤雏」。其貌不扬。,於赤壁之战时使用「连环计」将曹操之船队以锁相连，促使周瑜之火攻成功。尔後效命於刘备，成为耒阳县县令，起初时只顾喝酒，全然不执政务。但若被命令执行政务之时，需用百日完成之工作，其以半日即告完成，实力亦受认同。於益州平定战时，以刘备之军师身份同行，於落凤坡遭张任之伏兵，战亡。,於遭刘备罢免耒阳县县令後，因鲁肃及诸葛亮居中调解，与刘备相谈後，实力受到肯定。,,52,0 1 2 29 30 
558,,,马超心腹。尔後服侍於张鲁、曹操。,於马腾遭曹操暗杀後，追随马超一同挑起復仇战。因马超与韩遂感情不睦遭败北後，马超、马岱一起投靠汉中张鲁。於马超等人投降於刘备之後，依旧留於张鲁旗下，与攻击汉中之曹操军抗战。人称其勇猛，战後受曹操重用。於樊城遭关羽包围时，与于禁一同前往救援。於于禁投降後依然对战到底，遭周仓逮捕，为关羽所斩。,於与马超及钟繇一同讨伐郭援之时，斩杀郭援。於樊城，以箭射中关羽额头，被称为白马将军而叫人恐惧。,,52,0 1 2 29 30 
559,,,桂阳太守·赵範之武将。猎师出身，为射杀两头老虎之武勇之士。,於赤壁之战後，刘备手下之赵雲进攻桂阳，与同僚陈应共同迎击却败北。投降之赵範，因与樊氏再婚一事与赵雲对立後，再度策劃讨伐赵雲。陈应二人向赵雲诈降，但计策被识破，反遭杀身。,並无记载。,,52,0 1 2 29 30 
560,,,吴之重臣·步骘之子。步阐之兄长。,並供记载。,於步骘亡後，继承其爵位成为西陵都督。防备王昶、王基等人之攻击。於蜀为魏所灭之後，於２６４年进攻旧蜀地巴东，却为旧蜀将罗宪所败。尔後，吴军方虽派出陆抗、留平、盛曼等人做为援军支援，但魏军方亦派出胡烈，率领援军前往，於无法进行攻略之情况下撤退。,,52,0 1 2 29 30 
561,,,张杨之武将。,於反董卓联合军之时，以张杨部下身份参加。於虎牢关之战时，联合军诸将领见吕布勇猛战姿，恐惧而畏缩不前之时，单手持枪骑马迎击。但遭吕布之方天画戟刺击。,並无记载。,,52,0 1 2 29 30 
